datetime,date,year,month,day,estacion,lat,lon,elevation,pm25,validado,pm25_validado,pm25_preliminar,archivo,era5_temperature_2m,era5_dewpoint_temperature_2m,era5_surface_pressure,era5_u_component_of_wind_10m,era5_v_component_of_wind_10m,era5_total_precipitation_hourly,modis_aod,s5p_no2
2019-01-03,2019-01-03,2019,1,3,Pudahuel,-33.44,-70.77,475,20.0,True,20.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-03,2019-01-03,2019,1,3,Talagante,-33.66,-70.93,355,20.0,True,20.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-04,2019-01-04,2019,1,4,Cerro Navia,-33.42,-70.74,485,31.0,True,31.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-04,2019-01-04,2019,1,4,El Bosque,-33.56,-70.69,580,36.0,True,36.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-04,2019-01-04,2019,1,4,Independencia,-33.41,-70.66,540,29.0,True,29.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-04,2019-01-04,2019,1,4,Las Condes,-33.4,-70.58,700,19.0,True,19.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-04,2019-01-04,2019,1,4,Parque O'Higgins,-33.46,-70.65,525,86.0,True,86.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-04,2019-01-04,2019,1,4,Pudahuel,-33.44,-70.77,475,27.0,True,27.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-04,2019-01-04,2019,1,4,Talagante,-33.66,-70.93,355,30.0,True,30.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-05,2019-01-05,2019,1,5,Cerro Navia,-33.42,-70.74,485,21.0,True,21.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-05,2019-01-05,2019,1,5,El Bosque,-33.56,-70.69,580,28.0,True,28.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-05,2019-01-05,2019,1,5,Independencia,-33.41,-70.66,540,18.0,True,18.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-05,2019-01-05,2019,1,5,Las Condes,-33.4,-70.58,700,20.0,True,20.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-05,2019-01-05,2019,1,5,Parque O'Higgins,-33.46,-70.65,525,57.0,True,57.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-05,2019-01-05,2019,1,5,Pudahuel,-33.44,-70.77,475,17.0,True,17.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-05,2019-01-05,2019,1,5,Talagante,-33.66,-70.93,355,14.0,True,14.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-06,2019-01-06,2019,1,6,Cerro Navia,-33.42,-70.74,485,14.0,True,14.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-06,2019-01-06,2019,1,6,El Bosque,-33.56,-70.69,580,13.0,True,13.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-06,2019-01-06,2019,1,6,Independencia,-33.41,-70.66,540,9.0,True,9.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-06,2019-01-06,2019,1,6,Las Condes,-33.4,-70.58,700,8.0,True,8.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-06,2019-01-06,2019,1,6,Parque O'Higgins,-33.46,-70.65,525,31.0,True,31.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-06,2019-01-06,2019,1,6,Pudahuel,-33.44,-70.77,475,8.0,True,8.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-06,2019-01-06,2019,1,6,Talagante,-33.66,-70.93,355,8.0,True,8.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-07,2019-01-07,2019,1,7,Cerro Navia,-33.42,-70.74,485,12.0,True,12.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-07,2019-01-07,2019,1,7,El Bosque,-33.56,-70.69,580,13.0,True,13.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-07,2019-01-07,2019,1,7,Independencia,-33.41,-70.66,540,9.0,True,9.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-07,2019-01-07,2019,1,7,Las Condes,-33.4,-70.58,700,5.0,True,5.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-07,2019-01-07,2019,1,7,Parque O'Higgins,-33.46,-70.65,525,37.0,True,37.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-07,2019-01-07,2019,1,7,Pudahuel,-33.44,-70.77,475,9.0,True,9.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-07,2019-01-07,2019,1,7,Talagante,-33.66,-70.93,355,7.0,True,7.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-08,2019-01-08,2019,1,8,Cerro Navia,-33.42,-70.74,485,11.0,True,11.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-08,2019-01-08,2019,1,8,El Bosque,-33.56,-70.69,580,10.0,True,10.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-08,2019-01-08,2019,1,8,Independencia,-33.41,-70.66,540,7.0,True,7.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-08,2019-01-08,2019,1,8,Las Condes,-33.4,-70.58,700,6.0,True,6.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-08,2019-01-08,2019,1,8,Parque O'Higgins,-33.46,-70.65,525,32.0,True,32.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-08,2019-01-08,2019,1,8,Pudahuel,-33.44,-70.77,475,7.0,True,7.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-08,2019-01-08,2019,1,8,Talagante,-33.66,-70.93,355,6.0,True,6.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-09,2019-01-09,2019,1,9,Cerro Navia,-33.42,-70.74,485,9.0,True,9.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-09,2019-01-09,2019,1,9,El Bosque,-33.56,-70.69,580,10.0,True,10.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-09,2019-01-09,2019,1,9,Independencia,-33.41,-70.66,540,5.0,True,5.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-09,2019-01-09,2019,1,9,Las Condes,-33.4,-70.58,700,5.0,True,5.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-09,2019-01-09,2019,1,9,Parque O'Higgins,-33.46,-70.65,525,34.0,True,34.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-09,2019-01-09,2019,1,9,Pudahuel,-33.44,-70.77,475,5.0,True,5.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-09,2019-01-09,2019,1,9,Talagante,-33.66,-70.93,355,4.0,True,4.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-10,2019-01-10,2019,1,10,Cerro Navia,-33.42,-70.74,485,14.0,True,14.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-10,2019-01-10,2019,1,10,El Bosque,-33.56,-70.69,580,11.0,True,11.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-10,2019-01-10,2019,1,10,Independencia,-33.41,-70.66,540,10.0,True,10.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-10,2019-01-10,2019,1,10,Las Condes,-33.4,-70.58,700,8.0,True,8.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-10,2019-01-10,2019,1,10,Parque O'Higgins,-33.46,-70.65,525,45.0,True,45.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-10,2019-01-10,2019,1,10,Pudahuel,-33.44,-70.77,475,8.0,True,8.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-10,2019-01-10,2019,1,10,Talagante,-33.66,-70.93,355,7.0,True,7.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-11,2019-01-11,2019,1,11,Cerro Navia,-33.42,-70.74,485,12.0,True,12.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-11,2019-01-11,2019,1,11,El Bosque,-33.56,-70.69,580,15.0,True,15.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-11,2019-01-11,2019,1,11,Independencia,-33.41,-70.66,540,8.0,True,8.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-11,2019-01-11,2019,1,11,Las Condes,-33.4,-70.58,700,8.0,True,8.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-11,2019-01-11,2019,1,11,Parque O'Higgins,-33.46,-70.65,525,49.0,True,49.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-11,2019-01-11,2019,1,11,Pudahuel,-33.44,-70.77,475,9.0,True,9.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-11,2019-01-11,2019,1,11,Talagante,-33.66,-70.93,355,7.0,True,7.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-12,2019-01-12,2019,1,12,Cerro Navia,-33.42,-70.74,485,12.0,True,12.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-12,2019-01-12,2019,1,12,El Bosque,-33.56,-70.69,580,10.0,True,10.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-12,2019-01-12,2019,1,12,Independencia,-33.41,-70.66,540,8.0,True,8.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-12,2019-01-12,2019,1,12,Las Condes,-33.4,-70.58,700,12.0,True,12.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-12,2019-01-12,2019,1,12,Parque O'Higgins,-33.46,-70.65,525,42.0,True,42.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-12,2019-01-12,2019,1,12,Pudahuel,-33.44,-70.77,475,9.0,True,9.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-12,2019-01-12,2019,1,12,Talagante,-33.66,-70.93,355,7.0,True,7.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-13,2019-01-13,2019,1,13,Cerro Navia,-33.42,-70.74,485,11.0,True,11.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-13,2019-01-13,2019,1,13,El Bosque,-33.56,-70.69,580,7.0,True,7.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-13,2019-01-13,2019,1,13,Independencia,-33.41,-70.66,540,7.0,True,7.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-13,2019-01-13,2019,1,13,Las Condes,-33.4,-70.58,700,5.0,True,5.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-13,2019-01-13,2019,1,13,Parque O'Higgins,-33.46,-70.65,525,29.0,True,29.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-13,2019-01-13,2019,1,13,Pudahuel,-33.44,-70.77,475,8.0,True,8.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-13,2019-01-13,2019,1,13,Talagante,-33.66,-70.93,355,6.0,True,6.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-14,2019-01-14,2019,1,14,Cerro Navia,-33.42,-70.74,485,13.0,True,13.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-14,2019-01-14,2019,1,14,El Bosque,-33.56,-70.69,580,11.0,True,11.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-14,2019-01-14,2019,1,14,Independencia,-33.41,-70.66,540,8.0,True,8.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-14,2019-01-14,2019,1,14,Las Condes,-33.4,-70.58,700,8.0,True,8.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-14,2019-01-14,2019,1,14,Parque O'Higgins,-33.46,-70.65,525,39.0,True,39.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
2019-01-14,2019-01-14,2019,1,14,Pudahuel,-33.44,-70.77,475,9.0,True,9.0,,datos_160422_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,158.3877551020408,-0.018053813266960393
2019-01-14,2019-01-14,2019,1,14,Talagante,-33.66,-70.93,355,9.0,True,9.0,,datos_080526_251112.csv,294.9773550245497,283.69813368055554,96201.36511501735,1.5141043345133465,0.2862916231155396,5.083062102650971e-06,154.20408163265307,-0.137132903979802
2019-01-15,2019-01-15,2019,1,15,Cerro Navia,-33.42,-70.74,485,14.0,True,14.0,,datos_080510_251112.csv,295.0664555019803,283.72328287760416,94179.8873372396,1.407513893975152,0.5913168509801229,4.380244695731703e-06,127.25,-0.01346215968139446
2019-01-15,2019-01-15,2019,1,15,El Bosque,-33.56,-70.69,580,21.0,True,21.0,,datos_080509_221115.csv,295.36877212524416,283.70230577256945,94272.17483723958,1.3303417205810546,0.4747403807110256,2.9651517837465174e-06,166.77083333333334,-0.013805736051616797
2019-01-15,2019-01-15,2019,1,15,Independencia,-33.41,-70.66,540,11.0,True,11.0,,datos_000101_251112 (1).csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,149.66666666666666,-0.026646648873874478
2019-01-15,2019-01-15,2019,1,15,Las Condes,-33.4,-70.58,700,9.0,True,9.0,,datos_080521_251112.csv,294.0397329542372,282.79681532118053,90267.56928168405,1.0006081051296658,0.5740784883499146,1.8539990335956585e-05,155.44897959183675,-0.0622983873731456
2019-01-15,2019-01-15,2019,1,15,Parque O'Higgins,-33.46,-70.65,525,47.0,True,47.0,,datos_970402_251112.csv,295.2634878370497,283.78569878472223,93951.91789279514,1.3034564124213324,0.6263395018047757,5.478812108690908e-06,166.94,-0.0013718905722423457
