estacion,dist_to_highway_m,dist_to_highway_km,dist_to_primary_m,dist_to_primary_km,road_density_500m,road_density_1km,highway_count_1km
Cerrillos II,1352.9580262193135,1.3529580262193135,45.55038125517738,0.04555038125517738,14.275614095792408,24.31001056435302,0
Cerro Navia,905.6918833511018,0.9056918833511017,90.59369138652424,0.09059369138652425,53.73643552647564,50.69021418427032,6
El Bosque,1436.3732128417905,1.4363732128417905,523.0229953751845,0.5230229953751845,0.4864683325186276,6.951134827571899,0
Independencia,1806.4973229257018,1.8064973229257018,8.033929337038929,0.008033929337038928,33.403316777921454,25.14295924656624,0
Las Condes,129.72772427174144,0.12972772427174142,116.74428420769178,0.11674428420769177,29.979510262962936,29.015608911470892,43
Parque O'Higgins,625.6383012467321,0.6256383012467321,23.769271999948618,0.02376927199994862,21.68729525283184,20.297686761947343,8
Pudahuel,759.9751194082296,0.7599751194082296,153.9302053575333,0.15393020535753332,41.069149774836546,39.66233881086941,24
Talagante,3010.7715137598625,3.0107715137598623,2942.7737784369583,2.9427737784369583,0.0,0.0,0
