FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230726;0000;81;;;
230727;0000;125;;;
230728;0000;158;;;
230729;0000;121;;;
230730;0000;110;;;
230731;0000;115;;;
230801;0000;115;;;
230802;0000;113;;;
230803;0000;123;;;
230804;0000;110;;;
230805;0000;36;;;
230806;0000;49;;;
230807;0000;85;;;
230808;0000;111;;;
230809;0000;112;;;
230810;0000;21;;;
230811;0000;53;;;
230812;0000;87;;;
230813;0000;89;;;
230814;0000;73;;;
230815;0000;32;;;
230816;0000;40;;;
230817;0000;34;;;
230818;0000;56;;;
230819;0000;30;;;
230820;0000;21;;;
230821;0000;47;;;
230822;0000;14;;;
230823;0000;11;;;
230824;0000;41;;;
230825;0000;54;;;
230826;0000;78;;;
230827;0000;77;;;
230828;0000;83;;;
230829;0000;62;;;
230830;0000;44;;;
230831;0000;73;;;
230901;0000;77;;;
230902;0000;47;;;
230903;0000;28;;;
230904;0000;36;;;
230905;0000;102;;;
230906;0000;23;;;
230907;0000;27;;;
230908;0000;45;;;
230909;0000;65;;;
230910;0000;72;;;
230911;0000;13;;;
230912;0000;30;;;
230913;0000;59;;;
230914;0000;88;;;
230915;0000;74;;;
230916;0000;24;;;
230917;0000;25;;;
230918;0000;45;;;
230919;0000;63;;;
230920;0000;51;;;
230921;0000;50;;;
230922;0000;54;;;
230923;0000;59;;;
230924;0000;38;;;
230925;0000;47;;;
230926;0000;28;;;
230927;0000;56;;;
230928;0000;57;;;
230929;0000;77;;;
230930;0000;75;;;
231001;0000;20;;;
231002;0000;26;;;
231003;0000;24;;;
231004;0000;46;;;
231005;0000;46;;;
231006;0000;43;;;
231007;0000;61;;;
231008;0000;48;;;
231009;0000;55;;;
231010;0000;51;;;
231011;0000;49;;;
231012;0000;62;;;
231013;0000;73;;;
231014;0000;56;;;
231015;0000;53;;;
231016;0000;44;;;
231017;0000;74;;;
231018;0000;41;;;
231019;0000;72;;;
231020;0000;78;;;
231021;0000;49;;;
231022;0000;44;;;
231023;0000;32;;;
231024;0000;49;;;
231025;0000;62;;;
231026;0000;52;;;
231027;0000;26;;;
231028;0000;39;;;
231029;0000;10;;;
231030;0000;24;;;
231031;0000;36;;;
231101;0000;24;;;
231102;0000;31;;;
231103;0000;52;;;
231104;0000;56;;;
231105;0000;33;;;
231106;0000;39;;;
231107;0000;34;;;
231108;0000;44;;;
231109;0000;54;;;
231110;0000;19;;;
231111;0000;24;;;
231112;0000;18;;;
231113;0000;31;;;
231114;0000;40;;;
231115;0000;39;;;
231116;0000;44;;;
231117;0000;39;;;
231118;0000;55;;;
231119;0000;40;;;
231120;0000;37;;;
231121;0000;38;;;
231122;0000;47;;;
231123;0000;50;;;
231124;0000;59;;;
231125;0000;46;;;
231126;0000;38;;;
231127;0000;33;;;
231128;0000;33;;;
231129;0000;44;;;
231130;0000;62;;;
231201;0000;34;;;
231202;0000;32;;;
231203;0000;;;;
231204;0000;;;;
231205;0000;42;;;
231206;0000;50;;;
231207;0000;88;;;
231208;0000;68;;;
231209;0000;45;;;
231210;0000;82;;;
231211;0000;52;;;
231212;0000;50;;;
231213;0000;53;;;
231214;0000;;;;
231215;0000;60;;;
231216;0000;24;;;
231217;0000;19;;;
231218;0000;38;;;
231219;0000;84;;;
231220;0000;71;;;
231221;0000;71;;;
231222;0000;56;;;
231223;0000;49;;;
231224;0000;35;;;
231225;0000;43;;;
231226;0000;58;;;
231227;0000;43;;;
231228;0000;36;;;
231229;0000;43;;;
231230;0000;22;;;
231231;0000;22;;;
240101;0000;25;;;
240102;0000;40;;;
240103;0000;59;;;
240104;0000;61;;;
240105;0000;42;;;
240106;0000;31;;;
240107;0000;23;;;
240108;0000;43;;;
240109;0000;55;;;
240110;0000;61;;;
240111;0000;66;;;
240112;0000;67;;;
240113;0000;42;;;
240114;0000;36;;;
240115;0000;61;;;
240116;0000;51;;;
240117;0000;79;;;
240118;0000;59;;;
240119;0000;68;;;
240120;0000;62;;;
240121;0000;56;;;
240122;0000;67;;;
240123;0000;61;;;
240124;0000;70;;;
240125;0000;74;;;
240126;0000;46;;;
240127;0000;43;;;
240128;0000;40;;;
240129;0000;55;;;
240130;0000;70;;;
240131;0000;78;;;
240201;0000;80;;;
240202;0000;70;;;
240203;0000;56;;;
240204;0000;69;;;
240205;0000;53;;;
240206;0000;64;;;
240207;0000;50;;;
240208;0000;49;;;
240209;0000;45;;;
240210;0000;46;;;
240211;0000;36;;;
240212;0000;49;;;
240213;0000;65;;;
240214;0000;53;;;
240215;0000;53;;;
240216;0000;58;;;
240217;0000;46;;;
240218;0000;51;;;
240219;0000;52;;;
240220;0000;41;;;
240221;0000;38;;;
240222;0000;19;;;
240223;0000;33;;;
240224;0000;32;;;
240225;0000;35;;;
240226;0000;50;;;
240227;0000;49;;;
240228;0000;50;;;
240229;0000;53;;;
240301;0000;70;;;
240302;0000;55;;;
240303;0000;51;;;
240304;0000;59;;;
240305;0000;62;;;
240306;0000;66;;;
240307;0000;51;;;
240308;0000;45;;;
240309;0000;45;;;
240310;0000;45;;;
240311;0000;52;;;
240312;0000;46;;;
240313;0000;48;;;
240314;0000;67;;;
240315;0000;75;;;
240316;0000;65;;;
240317;0000;59;;;
240318;0000;86;;;
240319;0000;82;;;
240320;0000;46;;;
240321;0000;72;;;
240322;0000;63;;;
240323;0000;54;;;
240324;0000;39;;;
240325;0000;48;;;
240326;0000;64;;;
240327;0000;63;;;
240328;0000;62;;;
240329;0000;63;;;
240330;0000;56;;;
240331;0000;48;;;
240401;0000;50;;;
240402;0000;79;;;
240403;0000;81;;;
240404;0000;63;;;
240405;0000;;;;
240406;0000;;;;
240407;0000;;;;
240408;0000;;;;
240409;0000;;;;
240410;0000;;;;
240411;0000;;;;
240412;0000;42;;;
240413;0000;56;;;
240414;0000;45;;;
240415;0000;42;;;
240416;0000;81;;;
240417;0000;105;;;
240418;0000;91;;;
240419;0000;94;;;
240420;0000;88;;;
240421;0000;57;;;
240422;0000;51;;;
240423;0000;68;;;
240424;0000;72;;;
240425;0000;70;;;
240426;0000;56;;;
240427;0000;45;;;
240428;0000;61;;;
240429;0000;44;;;
240430;0000;29;;;
240501;0000;27;;;
240502;0000;56;;;
240503;0000;55;;;
240504;0000;60;;;
240505;0000;77;;;
240506;0000;64;;;
240507;0000;38;;;
240508;0000;59;;;
240509;0000;97;;;
240510;0000;93;;;
240511;0000;94;;;
240512;0000;54;;;
240513;0000;80;;;
240514;0000;105;;;
240515;0000;86;;;
240516;0000;80;;;
240517;0000;86;;;
240518;0000;94;;;
240519;0000;109;;;
240520;0000;75;;;
240521;0000;28;;;
240522;0000;29;;;
240523;0000;45;;;
240524;0000;112;;;
240525;0000;90;;;
240526;0000;53;;;
240527;0000;107;;;
240528;0000;111;;;
240529;0000;156;;;
240530;0000;162;;;
240531;0000;141;;;
240601;0000;133;;;
240602;0000;138;;;
240603;0000;116;;;
240604;0000;163;;;
240605;0000;160;;;
240606;0000;170;;;
240607;0000;195;;;
240608;0000;85;;;
240609;0000;23;;;
240610;0000;69;;;
240611;0000;155;;;
240612;0000;115;;;
240613;0000;17;;;
240614;0000;42;;;
240615;0000;;;;
240616;0000;;;;
240617;0000;107;;;
240618;0000;18;;;
240619;0000;51;;;
240620;0000;89;;;
240621;0000;24;;;
240622;0000;11;;;
240623;0000;19;;;
240624;0000;38;;;
240625;0000;61;;;
240626;0000;143;;;
240627;0000;107;;;
240628;0000;97;;;
240629;0000;164;;;
240630;0000;133;;;
240701;0000;118;;;
240702;0000;107;;;
240703;0000;98;;;
240704;0000;78;;;
240705;0000;127;;;
240706;0000;114;;;
240707;0000;103;;;
240708;0000;143;;;
240709;0000;114;;;
240710;0000;75;;;
240711;0000;136;;;
240712;0000;134;;;
240713;0000;194;;;
240714;0000;155;;;
240715;0000;165;;;
240716;0000;148;;;
240717;0000;127;;;
240718;0000;103;;;
240719;0000;95;;;
240720;0000;115;;;
240721;0000;65;;;
240722;0000;105;;;
240723;0000;73;;;
240724;0000;128;;;
240725;0000;110;;;
240726;0000;120;;;
240727;0000;70;;;
240728;0000;111;;;
240729;0000;138;;;
240730;0000;154;;;
240731;0000;112;;;
240801;0000;73;;;
240802;0000;;;;
240803;0000;;;;
240804;0000;71;;;
240805;0000;48;;;
240806;0000;16;;;
240807;0000;47;;;
240808;0000;110;;;
240809;0000;120;;;
240810;0000;109;;;
240811;0000;95;;;
240812;0000;117;;;
240813;0000;86;;;
240814;0000;98;;;
240815;0000;76;;;
240816;0000;72;;;
240817;0000;56;;;
240818;0000;48;;;
240819;0000;55;;;
240820;0000;46;;;
240821;0000;62;;;
240822;0000;;;;
240823;0000;47;;;
240824;0000;97;;;
240825;0000;68;;;
240826;0000;73;;;
240827;0000;90;;;
240828;0000;64;;;
240829;0000;34;;;
240830;0000;45;;;
240831;0000;105;;;
240901;0000;73;;;
240902;0000;39;;;
240903;0000;53;;;
240904;0000;89;;;
240905;0000;94;;;
240906;0000;60;;;
240907;0000;44;;;
240908;0000;55;;;
240909;0000;66;;;
240910;0000;57;;;
240911;0000;47;;;
240912;0000;68;;;
240913;0000;56;;;
240914;0000;71;;;
240915;0000;62;;;
240916;0000;75;;;
240917;0000;61;;;
240918;0000;81;;;
240919;0000;23;;;
240920;0000;43;;;
240921;0000;21;;;
240922;0000;27;;;
240923;0000;24;;;
240924;0000;37;;;
240925;0000;46;;;
240926;0000;71;;;
240927;0000;80;;;
240928;0000;59;;;
240929;0000;48;;;
240930;0000;39;;;
241001;0000;36;;;
241002;0000;47;;;
241003;0000;78;;;
241004;0000;80;;;
241005;0000;56;;;
241006;0000;47;;;
241007;0000;36;;;
241008;0000;15;;;
241009;0000;39;;;
241010;0000;54;;;
241011;0000;34;;;
241012;0000;42;;;
241013;0000;39;;;
241014;0000;50;;;
241015;0000;72;;;
241016;0000;57;;;
241017;0000;57;;;
241018;0000;65;;;
241019;0000;57;;;
241020;0000;15;;;
241021;0000;35;;;
241022;0000;60;;;
241023;0000;25;;;
241024;0000;45;;;
241025;0000;43;;;
241026;0000;52;;;
241027;0000;43;;;
241028;0000;68;;;
241029;0000;57;;;
241030;0000;51;;;
241031;0000;41;;;
241101;0000;19;;;
241102;0000;25;;;
241103;0000;28;;;
241104;0000;45;;;
241105;0000;54;;;
241106;0000;55;;;
241107;0000;60;;;
241108;0000;65;;;
241109;0000;52;;;
241110;0000;20;;;
241111;0000;43;;;
241112;0000;60;;;
241113;0000;78;;;
241114;0000;66;;;
241115;0000;49;;;
241116;0000;44;;;
241117;0000;35;;;
241118;0000;58;;;
241119;0000;53;;;
241120;0000;57;;;
241121;0000;65;;;
241122;0000;45;;;
241123;0000;39;;;
241124;0000;28;;;
241125;0000;45;;;
241126;0000;46;;;
241127;0000;52;;;
241128;0000;49;;;
241129;0000;56;;;
241130;0000;54;;;
241201;0000;25;;;
241202;0000;45;;;
241203;0000;62;;;
241204;0000;63;;;
241205;0000;34;;;
241206;0000;45;;;
241207;0000;47;;;
241208;0000;30;;;
241209;0000;54;;;
241210;0000;74;;;
241211;0000;64;;;
241212;0000;51;;;
241213;0000;67;;;
241214;0000;60;;;
241215;0000;48;;;
241216;0000;59;;;
241217;0000;57;;;
241218;0000;52;;;
241219;0000;73;;;
241220;0000;82;;;
241221;0000;54;;;
241222;0000;57;;;
241223;0000;74;;;
241224;0000;56;;;
241225;0000;40;;;
241226;0000;45;;;
241227;0000;49;;;
241228;0000;41;;;
241229;0000;42;;;
241230;0000;57;;;
241231;0000;47;;;
250101;0000;43;;;
250102;0000;50;;;
250103;0000;71;;;
250104;0000;48;;;
250105;0000;46;;;
250106;0000;59;;;
250107;0000;39;;;
250108;0000;52;;;
250109;0000;56;;;
250110;0000;62;;;
250111;0000;54;;;
250112;0000;47;;;
250113;0000;46;;;
250114;0000;56;;;
250115;0000;56;;;
250116;0000;39;;;
250117;0000;55;;;
250118;0000;41;;;
250119;0000;35;;;
250120;0000;66;;;
250121;0000;63;;;
250122;0000;51;;;
250123;0000;51;;;
250124;0000;51;;;
250125;0000;61;;;
250126;0000;56;;;
250127;0000;59;;;
250128;0000;61;;;
250129;0000;;;;
250130;0000;66;;;
250131;0000;62;;;
250201;0000;44;;;
250202;0000;43;;;
250203;0000;51;;;
250204;0000;48;;;
250205;0000;57;;;
250206;0000;56;;;
250207;0000;71;;;
250208;0000;65;;;
250209;0000;79;;;
250210;0000;57;;;
250211;0000;61;;;
250212;0000;73;;;
250213;0000;80;;;
250214;0000;70;;;
250215;0000;44;;;
250216;0000;38;;;
250217;0000;57;;;
250218;0000;63;;;
250219;0000;61;;;
250220;0000;63;;;
250221;0000;65;;;
250222;0000;60;;;
250223;0000;45;;;
250224;0000;55;;;
250225;0000;71;;;
250226;0000;76;;;
250227;0000;84;;;
250228;0000;50;;;
250301;0000;37;;;
250302;0000;27;;;
250303;0000;43;;;
250304;0000;59;;;
250305;0000;59;;;
250306;0000;57;;;
250307;0000;43;;;
250308;0000;44;;;
250309;0000;47;;;
250310;0000;81;;;
250311;0000;67;;;
250312;0000;89;;;
250313;0000;81;;;
250314;0000;60;;;
250315;0000;44;;;
250316;0000;42;;;
250317;0000;77;;;
250318;0000;93;;;
250319;0000;89;;;
250320;0000;69;;;
250321;0000;81;;;
250322;0000;65;;;
250323;0000;60;;;
250324;0000;72;;;
250325;0000;68;;;
250326;0000;80;;;
250327;0000;64;;;
250328;0000;78;;;
250329;0000;;;;
250330;0000;20;;;
250331;0000;52;;;
250401;0000;76;;;
250402;0000;94;;;
250403;0000;86;;;
250404;0000;80;;;
250405;0000;34;;;
250406;0000;34;;;
250407;0000;76;;;
250408;0000;93;;;
250409;0000;61;;;
250410;0000;53;;;
250411;0000;54;;;
250412;0000;78;;;
250413;0000;77;;;
250414;0000;62;;;
250415;0000;72;;;
250416;0000;78;;;
250417;0000;91;;;
250418;0000;85;;;
250419;0000;72;;;
250420;0000;67;;;
250421;0000;104;;;
250422;0000;104;;;
250423;0000;84;;;
250424;0000;42;;;
250425;0000;48;;;
250426;0000;43;;;
250427;0000;62;;;
250428;0000;79;;;
250429;0000;71;;;
250430;0000;56;;;
250501;0000;71;;;
250502;0000;110;;;
250503;0000;108;;;
250504;0000;74;;;
250505;0000;89;;;
250506;0000;122;;;
250507;0000;103;;;
250508;0000;29;;;
250509;0000;75;;;
250510;0000;134;;;
250511;0000;76;;;
250512;0000;102;;;
250513;0000;95;;;
250514;0000;93;;;
250515;0000;124;;;
250516;0000;111;;;
250517;0000;65;;;
250518;0000;70;;;
250519;0000;51;;;
250520;0000;102;;;
250521;0000;76;;;
250522;0000;141;;;
250523;0000;138;;;
250524;0000;125;;;
250525;0000;82;;;
250526;0000;31;;;
250527;0000;33;;;
250528;0000;134;;;
250529;0000;119;;;
250530;0000;91;;;
250531;0000;112;;;
250601;0000;112;;;
250602;0000;145;;;
250603;0000;194;;;
250604;0000;151;;;
250605;0000;174;;;
250606;0000;121;;;
250607;0000;112;;;
250608;0000;160;;;
250609;0000;153;;;
250610;0000;128;;;
250611;0000;75;;;
250612;0000;54;;;
250613;0000;86;;;
250614;0000;87;;;
250615;0000;69;;;
250616;0000;34;;;
250617;0000;96;;;
250618;0000;125;;;
250619;0000;133;;;
250620;0000;107;;;
250621;0000;98;;;
250622;0000;27;;;
250623;0000;62;;;
250624;0000;89;;;
250625;0000;73;;;
250626;0000;87;;;
250627;0000;114;;;
250628;0000;91;;;
250629;0000;104;;;
250630;0000;145;;;
250701;0000;166;;;
250702;0000;166;;;
250703;0000;153;;;
250704;0000;109;;;
250705;0000;58;;;
250706;0000;50;;;
250707;0000;93;;;
250708;0000;97;;;
250709;0000;62;;;
250710;0000;121;;;
250711;0000;176;;;
250712;0000;171;;;
250713;0000;102;;;
250714;0000;103;;;
250715;0000;131;;;
250716;0000;105;;;
250717;0000;164;;;
250718;0000;151;;;
250719;0000;120;;;
250720;0000;112;;;
250721;0000;145;;;
250722;0000;156;;;
250723;0000;114;;;
250724;0000;88;;;
250725;0000;129;;;
250726;0000;131;;;
250727;0000;103;;;
250728;0000;141;;;
250729;0000;147;;;
250730;0000;97;;;
250731;0000;57;;;
250801;0000;;16;;
250802;0000;;39;;
250803;0000;;96;;
250804;0000;;125;;
250805;0000;;107;;
250806;0000;;87;;
250807;0000;;79;;
250808;0000;;121;;
250809;0000;;33;;
250810;0000;;79;;
250811;0000;;126;;
250812;0000;;107;;
250813;0000;;121;;
250814;0000;;91;;
250815;0000;;21;;
250816;0000;;40;;
250817;0000;;53;;
250818;0000;;61;;
250819;0000;;47;;
250820;0000;;55;;
250821;0000;;22;;
250822;0000;;14;;
250823;0000;;45;;
250824;0000;;67;;
250825;0000;;88;;
250826;0000;;116;;
250827;0000;;114;;
250828;0000;;41;;
250829;0000;;33;;
250830;0000;;35;;
250831;0000;;53;;
250901;0000;;76;;
250902;0000;;41;;
250903;0000;;51;;
250904;0000;;85;;
250905;0000;;87;;
250906;0000;;40;;
250907;0000;;30;;
250908;0000;;46;;
250909;0000;;69;;
250910;0000;;66;;
250911;0000;;76;;
250912;0000;;96;;
250913;0000;;35;;
250914;0000;;35;;
250915;0000;;76;;
250916;0000;;84;;
250917;0000;;46;;
250918;0000;;43;;
